Form Detail,150 Programmed,40 Programmed,40 Robot Programmed
L133882,1,2,0
L133900,1,2,0
L133901,1,1,0
L133902,1,1,0
L134097,1,2,0
L134236,1,0,0
L134458,1,0,0
L134703,1,2,2
L134726,2,2,0
L134727,2,2,0
l134729,1,2,0
L134771,1,2,0
L135302,1,2,0
L135304,1,2,0
L135364,1,1,0
L135529,1,2,2
L135530,1,1,0
L135531,1,1,0
L135551,1,1,0
L135553,2,2,2
L135807,1,2,0
L135894,1,2,0
L135895,1,2,0
L135896,1,2,0
L135897,1,2,0
L136003,1,2,0
L136004,1,2,0
L136007,1,2,0
L136026,1,2,0
L136144,1,2,2
L136145,2,2,2
L136199,1,2,0
L136225,1,2,0
L136227,1,2,0
L136357,1,2,0
L136359,1,2,2
L136476,1,1,2
L136477X10,1,1,2
L136594,1,1,0
L136604,1,1,0
L136605,1,2,2
L136606,2,2,2
L136607,2,2,2
L136613,1,2,0
L136631,1,2,0
L136633,1,2,0
L136769,1,2,0
L136822,1,2,0
L136823,1,2,0
L136824,1,2,0
L136976,1,2,2
L136977,1,2,2
L137034,1,2,0
L137103,1,2,0
L137104,2,2,0
L137365,1,2,0
L137367,2,2,0
l137518,1,2,0
L137519,2,2,0
L137520,2,2,0
L137521,2,2,0
L137522,2,2,0
L137622,1,1,0
L137622X10,1,1,0
L137622X101,1,1,0
L137799,1,1,0
L137821,2,2,0
L137889,2,2,0
L137890,1,2,2
L137892,2,2,2
L137894,1,2,2
L137895,1,2,2
L137896,1,1,2
L137902,1,2,2
L137903,1,2,2
L137904,1,2,0
L137905,1,2,0
L137906,1,2,0
L137907,1,2,0
L137908,2,2,0
L137909,1,2,2
L137917,1,2,2
L137918,2,2,0
L138025,1,1,0
L138216,2,2,0
L138638,1,2,0
L138848,1,1,0
L139032,1,2,2
L139046,2,2,0
L139067,2,2,2
L139072,1,1,2
L139111,1,1,2
L139334,2,2,2
L139387,1,1,0
L139390,2,2,0
L139549,1,1,0
L139560,1,1,0
L139599,2,2,0
L139669,1,2,2
L139670,2,2,2
L139674,1,1,2
L139675,1,1,2
L139676,1,1,2
L139677,1,1,2
L139678,2,2,2
L139679,2,2,2
L139680,2,2,2
L139681,1,1,2
L139682,1,1,2
L139683,1,1,2
L139684,1,1,2
L139685,1,1,2
L139686,1,1,2
L139687,1,1,2
L139690,2,2,2
L139691,2,2,2
L139692,2,2,2
L139693,2,2,2
L139694,2,2,2
L139695,2,2,2
L139696,2,2,2
L139697,1,1,0
L139698,2,2,2
L139699,1,2,2
L139700,1,2,2
L139701,2,2,2
L139702,2,2,2
L139703,2,2,2
L139768,1,1,0
L139819,1,2,0
L139820,2,2,0
L139851,2,2,0
L139882,2,2,0
L139883,2,2,0
L139887,1,2,0
L140003,1,2,2
L140004,1,1,2
L140010,1,1,2
L140011,1,2,0
L140012,1,2,0
L140013,1,1,2
l140014,2,2,0
L140015,1,1,2
L140017,1,1,2
L140018,1,2,0
L140019,1,2,2
L140020,1,2,2
L140021,1,2,2
L140022,1,2,2
L140023,1,2,2
L140024,1,1,0
L140025,1,1,0
L140034,1,2,2
L140035,2,2,2
L140036,2,2,2
L140037,2,2,2
L140038,2,2,2
L140040,1,2,2
L140041,1,2,2
L140042,1,2,2
L140043,1,2,2
L140045,1,2,0
L140049,1,2,2
L140050,1,1,2
L140051,1,1,2
L140052,1,0,0
L140053,1,2,2
L140057,1,2,0
L140058,1,2,0
L140060,1,2,0
L140090,1,2,2
L140091,1,2,0
L140126,1,2,2
L140127,1,1,0
L140267,1,1,0
L140291,1,2,0
L140294,0,2,0
L140296,2,2,0
L140297,2,2,0
L140299,1,2,0
L140300,1,2,0
L140301,1,2,2
L140310,1,2,0
L140311,1,2,0
L140582,1,0,0
L140583,1,0,0
L140589,1,1,0
L140590,1,1,0
L140683,1,1,0
L140702,2,2,0
L140738,1,2,0
L140754,1,1,0
L140755,1,2,0
L140756,1,1,0
L140759,1,2,0
L140779,1,1,0
L140785,1,1,0
L140786,1,2,0
L140796,1,2,0
L140805,1,1,2
L140806,1,1,2
L140807,1,2,2
L140814,2,2,0
L140819,1,1,0
L140820,1,1,0
L140831,2,2,2
L140839,1,1,0
L140840,1,1,0
L140841,1,1,0
L140842,1,1,0
L140843,1,1,0
L140844,1,1,0
L140861,1,1,0
L140862,1,1,0
L140865,1,1,0
L140935,1,2,2
L140938,1,2,2
L140944,1,2,0
L140946,1,2,0
L140949,1,2,0
L140955,2,2,0
L140958,1,1,0
L140959,1,1,0
L140960,2,2,0
L140961,2,2,0
L141000,1,2,2
L141044,1,2,0
L141046,1,0,0
L141047,1,2,2
L141048,1,2,2
L141049,1,0,0
L141050,1,2,2
L141051,1,2,2
L141052,1,2,2
L141053,1,2,2
L141110,1,2,0
L141112,1,2,0
L141113,1,2,0
L141114,1,2,0
L141115,1,2,0
L141116,1,2,0
L141117,1,2,0
L141118,1,2,0
L141119,2,2,0
L141120,2,2,0
L141121,2,2,0
L141123,1,2,0
L141124,1,2,2
L141127,1,2,0
L141221,2,2,2
L141222,1,2,2
L141223,1,2,2
L141290,1,2,0
L141299,1,1,0
L141560,1,2,0
L141646,1,2,0
L141647,1,2,0
L141648,1,2,0
L141649,1,2,0
L141650,2,2,0
L141651,2,2,0
L141652,2,2,0
L141653,1,1,0
L141654,1,1,0
L141704,2,2,2
L141760,1,1,2
L141762,1,1,0
L141827,1,2,0
L141833,1,2,0
L141991,2,2,0
L142038,1,1,0
L142039,1,1,0
L142068,1,2,0
L142105,2,2,0
L142106,2,2,2
L142107,2,2,0
L142171,2,2,2
L142249,1,2,0
L142251,1,1,0
L142254,1,1,0
L142255,1,1,0
L142256,1,1,0
L142272,2,2,0
L142273,1,1,2
L142349,2,2,0
L142356,1,1,0
L142357,1,1,0
L142397,1,1,2
L142399,2,2,0
L142407,1,2,2
L142409,1,2,0
L142410,1,2,0
L142411,1,2,0
L142412,1,2,0
L142413,1,2,2
L142418,2,2,0
L142419,1,1,0
L142420,1,1,2
L142421,1,2,0
L142422,1,2,0
L142443,2,2,0
L142451,1,2,0
L142454,1,1,0
L142475,2,2,0
L142476,2,2,0
L142503,1,2,0
L142504,1,2,0
L142517,1,2,0
L142518,1,2,0
L142519,1,1,0
L142521,1,2,0
L142529,2,2,0
L142566,1,2,2
L142573,1,2,0
L142574,2,2,0
L142581,1,2,2
L142592,2,2,0
L142597,1,2,0
L142601,1,1,0
L142612,1,2,0
L142645,1,1,0
L142646,1,1,0
L142648,1,1,0
L142649,1,1,0
L142650,1,1,0
L142652,1,1,0
L142658,1,1,0
L142659,1,2,2
L142660,1,2,2
L142670,1,2,2
L142674,2,2,0
L142678,1,2,0
L142679,0,2,0
L142705,2,2,0
L142765,1,1,0
L142773,1,1,0
L142774,1,1,0
L142775,1,2,0
L142778,1,2,0
L142810,2,2,2
L142811,1,1,2
L142815,1,2,0
L142816,1,2,0
L142817,1,2,0
L142818,1,2,0
L142819,1,2,0
L142820,1,2,0
L142821,1,2,0
L142822,1,2,0
L142823,1,2,0
L142824,1,2,0
L142825,1,2,0
L142826,1,2,0
L142827,1,0,0
L142828,1,0,0
L142831,1,2,0
L142832,1,2,0
L142833,1,2,0
L142834,2,2,0
L142835,1,2,0
L142836,1,2,0
L142838,1,2,0
L142839,1,2,0
L142840,1,2,0
L142879,1,0,0
L142881,1,0,0
L142882,1,0,0
L142883,1,0,0
L142884,1,0,0
L142885,1,0,0
L142886,1,2,0
L142887,1,2,0
L142888,1,2,0
L142889,1,2,0
L142890,1,2,0
L142891,1,1,0
L142892,1,2,0
L142893,1,0,0
L142894,1,0,0
L142897,1,2,0
L142898,1,2,0
L142899,1,2,0
L142900,1,2,0
L142901,1,2,0
L142902,1,2,0
L142905,2,2,0
L142908,1,2,0
L142910,1,2,0
L142911,1,2,0
L142912,1,0,0
L142913,1,2,0
L142914,1,2,0
L142939,1,2,0
L142940,1,2,0
L142941,1,2,0
L142943,1,2,0
L142944,1,2,0
L142945,1,2,0
L142950,2,2,0
L142973,1,2,2
L142975,1,1,0
L142980,1,1,1
L142981,1,1,0
L142997,1,2,0
L142999,1,2,0
L143000,1,2,2
L143006,1,2,2
L143008,1,2,0
L143009,1,2,0
L143010,1,2,2
L143011,1,2,0
L143012,1,0,0
L143014,1,2,0
L143015,1,2,0
L143057,1,1,0
L143061,1,1,0
L143062,1,2,2
L143064,1,2,2
L143066,1,1,0
L143067,2,2,0
L143074,2,2,2
L143186,1,2,2
L143285,1,2,0
L143287,1,2,0
L143288,1,1,0
L143289,1,1,0
L143291,1,2,2
L143311,1,2,2
L143328,1,1,2
L143329,1,2,2
L143330,1,2,2
L143331,1,1,2
L143333,1,1,2
L143423,2,2,0
L143464,2,2,0
L143487,1,2,0
L143590,1,2,2
L143592,1,2,2
L143596,1,2,2
L143632,1,2,2
L143669,1,1,2
L143681,1,1,0
L143682,1,2,2
L143683,1,2,2
L143685,1,2,2
L143804,1,1,0
L143805,1,1,0
L143829,1,2,2
L143837,2,2,2
L143876,1,2,2
L143944,1,1,2
L143945,2,2,2
L143946,1,1,0
L143952,2,2,2
L144026,1,1,0
L144028,1,1,0
L144029,1,1,0
L144062,2,2,0
L144149,1,2,2
L144150,1,1,0
L144151,1,2,0
L144168,1,2,0
l144170,1,2,0
L144193,1,2,2
L144194,1,2,2
L144209,1,1,2
L144210,1,1,0
L144236,2,2,0
L144243,1,2,0
L144244,1,2,0
L144248,1,2,2
L144262,1,1,0
L144266,1,2,0
L144309,1,2,2
L144341,1,2,0
L144349,1,2,0
L144383,1,2,0
L144391,1,2,2
L144392,1,0,0
L144393,1,2,2
L144394,2,2,2
L144395,1,2,0
L144396,1,2,0
L144402,1,2,2
L144458,1,1,2
L144476,2,2,2
L144608,1,2,2
L144609,1,2,2
L144635,1,1,1
l144784,1,2,0
l144786,1,2,0
l144787,1,2,0
l144809,1,2,0
l144810,1,2,0
l144811,1,2,0
l144812,1,2,0
l144813,1,2,0
l144814,2,2,0
l144815,1,2,0
l144818,1,2,0
l144819,1,2,0
l144821,1,2,0
l144822,2,2,0
l144826,1,2,0
L144828,1,2,0
L144829,1,2,0
L144831,1,2,0
L144832,2,2,0
L144834,1,2,0
L144835,1,2,0
L144838,1,2,0
l144843,1,2,0
l144928,2,2,0
l144929,1,2,0
l144932,1,2,0
l144933,1,2,0
l144934,2,2,0
l1449428,1,2,0
L144971,2,2,0
l144980,1,2,0
L144987,1,2,0
L144989,2,2,0
L144994,2,2,2
L144996,1,0,0
L145015,1,1,0
L145019,1,2,2
l145036,1,2,0
l145037,1,2,0
L145055,2,2,0
L145097,1,1,2
L145102,1,2,2
l145119,2,2,2
L145135,1,2,0
L145149,1,2,0
L145172,2,2,0
L145223,1,1,2
L145238,1,2,2
L145282,1,2,2
L145289,1,2,0
L145292,1,1,0
L145297,1,1,0
L145298,1,1,0
L145302,1,1,2
L145366,1,1,0
L145410,1,1,2
L145411,1,1,0
L145416,2,2,0
L145421,1,2,0
L145449,2,2,0
L145450,2,2,0
L145468,1,2,0
L145470,1,1,2
L145472,1,1,0
L145477,1,2,0
L145479,1,2,2
L145481,1,1,2
L145483,2,2,2
L145484,1,1,2
L145486,2,2,0
L145487,2,2,0
L145505,2,2,0
L145508,2,2,2
L145510,2,2,2
L145511,1,2,0
L145512,1,2,0
L145517,1,1,0
L145518,1,1,0
L145519,2,2,2
L145522,1,2,0
L145578,1,0,0
L145582,2,2,2
L145584,1,2,0
L145599,1,1,0
L145665,1,2,0
L145669,1,1,2
L145673,1,2,2
L145678,1,2,0
L145679,1,1,0
L145691,1,2,2
L145692,1,0,0
L145693,1,2,2
L145703,1,2,2
L146003,1,1,2
L146004,1,1,2
L146021,1,1,0
L146113,1,1,0
L146114,1,1,0
L146117,2,2,0
L146118,1,2,0
L146119,1,2,0
L146123,2,2,0
L146136,1,1,2
L146137,1,1,2
L146138,1,1,2
L146139,1,1,2
L146140,1,1,2
L146141,1,1,2
L146146,1,1,0
L146147,1,1,0
L146148,1,1,0
L146149,2,2,0
L146185,1,2,0
L146187,1,2,0
L146230,1,2,2
L146239,1,0,0
L146247,2,2,0
L146257,1,2,2
L146259,1,1,0
L146268,1,0,0
L146270,1,2,0
L146312,2,2,2
L146313,2,2,2
L146324,1,1,0
L146326,1,1,0
L146338,2,2,2
L146343,1,2,0
L146346,1,1,0
L146347,1,2,0
L146349,1,2,2
L146353,1,2,2
L146368,1,2,2
L146417,0,2,0
L146418,1,1,0
L146420,2,2,2
L146521,2,2,2
L146524,1,2,0
L146558,1,2,2
L146559,1,2,2
L146563,1,2,0
L146564,2,2,0
L146615,1,1,2
L146616,2,2,2
L146624,2,2,0
L146625,2,2,2
L146627,2,2,0
L146668,1,2,0
L146669,1,2,0
L146671,2,2,0
L146676,2,2,2
L146677,1,2,0
L146679,1,1,0
L146700,1,2,2
L146702,1,0,0
L146705,1,1,2
L146713,1,1,2
L146714,2,2,2
L146715,2,2,2
L146716,2,2,2
L146722,1,1,2
L146723,1,1,2
L146749,1,1,0
L146751,2,2,0
L146753,1,2,0
L146762,1,2,2
L146763,1,1,2
L146765,1,2,2
L146775,2,2,2
L146776,2,2,2
L146805,1,2,2
L146806,1,2,2
L146808,1,2,0
L146841,2,2,2
L146866,2,2,0
L146867,1,2,0
L146904,1,2,2
L146905,1,2,2
L146907,1,2,2
L146990,1,0,0
L146991,1,0,0
L146992,2,2,2
L147052,1,2,2
L147053,1,1,2
L147054,1,1,0
L147101,2,2,0
L147112,2,2,0
L147113,2,2,0
L147116,1,2,2
L147122,1,1,0
L147123,1,1,0
L147124,1,1,0
L147125,1,2,2
L147126,1,2,2
L147127,1,2,2
L147130,2,2,0
L147131,2,2,2
L147132,2,2,2
L147134,1,2,0
L147140,1,1,0
L147141,1,2,2
L147142,1,1,0
L147143,1,1,0
L147144,2,2,2
L147152,1,2,2
L147155,1,2,0
L147157,1,2,2
L147162,2,2,0
L147165,1,1,0
L147166,1,2,0
L147167,1,2,2
L147168,1,1,0
L147169,1,2,0
L147171,1,1,2
L147172,1,2,0
L147173,1,2,0
L147174,1,2,0
L147175,1,2,2
L147176,1,2,2
L147180,1,2,2
L147181,1,2,0
L147183,1,2,2
L147202,1,2,0
L147208,1,2,0
L147209,1,2,0
L147211,2,2,0
L147213,1,1,0
L147214,1,1,0
L147215,1,1,0
L147216,1,1,0
L147224,1,1,0
L147231,1,2,0
L147232,1,2,0
L147233,1,2,0
L147235,1,2,0
L147236,1,2,0
L147241,1,1,0
L147242,1,1,0
L147243,1,1,0
L147256,1,1,2
L147257,1,1,2
L147261,1,2,2
L147263,1,2,0
L147264,1,2,0
L147266,1,2,2
L147278,1,2,0
L147280,2,2,0
L147286,1,2,0
L147287,1,2,0
L147288,1,2,0
L147289,1,2,0
L147299,2,2,0
L147301,0,2,2
L147304,0,2,0
L147306,1,2,2
L147309,1,1,0
L147310,1,1,0
L147324,1,2,0
L147326,1,1,0
L147327,1,2,2
L147328,1,2,2
L147329,1,2,2
L147330,1,2,2
L147331,1,1,0
L147332,1,2,2
L147342,1,2,0
L147343,1,2,0
L147358,1,1,0
L147362,2,2,0
L147364,2,2,2
L147367,1,2,2
L147403,1,2,2
L147404,1,2,2
L147406,1,1,0
L147407,1,2,0
L147413,1,2,0
L147414,1,2,2
L147427,1,0,0
L147455,1,2,2
L147456,1,1,0
L147458,1,2,0
L147459,1,2,0
L147460,1,2,0
L147462,2,2,0
L147472,1,2,2
L147482,1,0,0
L147483,1,2,2
L147488,1,1,0
L147490,0,2,2
L147498,1,0,0
L147499,1,2,0
L147501,1,1,2
L147502,1,0,0
L147510,1,0,0
L147511,1,2,0
L147512,2,2,0
L147515,2,2,2
L147517,1,2,2
L147518,1,1,2
L147522,1,2,2
L147525,1,2,2
L147526,1,2,2
L147527,1,1,2
L147529,1,2,2
L147532,1,1,2
L147533,1,1,2
L147540,1,2,0
L147542,1,2,0
L147543,1,2,0
L147548,1,0,0
L147556,1,0,0
L147565,1,1,0
L147567,2,2,2
L147568,2,2,0
L147570,1,2,0
L147576,1,0,0
L147580,1,1,0
L147583,1,2,2
L147595,1,2,2
L147596,1,1,2
L147597,1,2,2
L147599,0,0,2
L147601,1,2,2
L147602,1,1,2
L147603,1,1,2
L147604,1,1,2
L147605,1,1,2
L147607,2,2,2
L147608,2,2,2
L147609,2,2,2
L147610,2,2,2
L147611,2,2,2
L147612,2,2,2
L147613,2,2,2
L147614,2,2,2
L147617,1,1,0
L147619,1,2,2
L147621,1,2,2
L147622,1,2,2
L147623,1,2,2
L147624,1,2,2
L147625,1,2,2
L147626,1,2,2
L147633,2,2,0
L147634,1,1,0
L147637,1,2,0
L147638,1,1,0
L147639,1,1,0
L147647,1,1,0
L147649,1,2,2
L147650,1,1,0
L147651,1,1,0
L147652,1,1,0
L147653,2,2,2
L147657,1,2,2
L147659,1,2,2
L147660,1,2,2
L147661,1,2,2
L147662,1,1,0
L147663,1,2,2
L147664,1,2,2
L147665,1,2,2
L147666,1,2,2
L147667,1,2,2
L147668,1,2,2
L147669,1,2,2
L147678,2,2,0
L147679,2,2,0
L147683,1,1,2
L147686,2,2,2
L147687,2,2,2
L147689,1,2,2
L147690,1,1,0
L147691,1,1,0
L147695,1,1,2
L147696,2,2,2
L147701,1,1,0
L147726,2,2,0
L147728,2,2,2
L147730,1,2,2
L147731,1,2,2
L147739,1,0,0
L147740,1,0,0
L147741,1,1,0
L147743,1,2,2
L147747,1,2,0
L147748,2,2,0
L147750,1,1,0
L147751,1,1,0
L147752,1,1,0
L147753,1,2,0
L147754,1,1,0
L147755,1,1,0
L147756,1,2,0
L147757,1,2,0
L147759,1,2,2
L147760,1,2,2
L147761,1,2,2
L147762,1,2,2
L147763,1,2,2
L147764,1,2,2
L147765,1,2,2
L147766,1,2,2
L147767,1,2,2
L147768,1,2,2
L147769,1,2,2
L147770,1,2,2
L147771,2,2,2
L147772,2,2,2
L147773,2,2,2
L147774,1,1,0
L147775,1,1,0
L147776,1,2,2
L147785,2,2,2
L147786,1,2,2
L147787,1,2,2
L147788,1,1,0
L147789,1,2,2
L147790,1,2,2
L147791,1,2,2
L147792,1,2,2
L147793,2,2,2
L147794,2,2,2
L147795,1,2,2
L147796,1,2,2
L147801,1,1,2
L147803,2,2,0
L147804,1,2,0
L147809,1,1,0
L147810,1,1,0
L147811,1,1,0
L147812,1,1,0
L147813,1,1,0
L147814,1,1,0
L147818,2,2,0
L147820,1,1,0
L147821,1,1,0
L147828,1,2,0
L147832,1,1,0
L147833,1,2,2
L147834,1,2,2
L147835,1,2,2
L147836,1,2,2
L147837,1,2,2
L147838,1,2,2
L147840,1,2,2
L147841,1,2,2
L147842,1,2,2
L147843,1,2,2
L147844,1,2,2
L147845,1,2,2
L147846,1,2,2
L147847,1,2,2
L147848,1,2,2
L147849,1,2,2
L147850,1,2,2
L147851,1,2,2
L147852,1,2,2
L147853,1,2,2
L147854,1,2,2
L147855,1,2,2
L147856,1,2,2
L147857,1,2,2
L147858,1,2,2
L147859,1,2,2
L147860,1,2,2
L147861,1,2,2
L147862,1,2,2
L147863,1,2,2
L147864,1,2,2
L147865,1,2,2
L147866,1,2,2
L147866X10,1,1,0
L147867,1,2,2
L147868,1,2,2
L147869,1,2,2
L147870,1,2,2
L147871,1,2,2
L147872,1,2,2
L147873,1,2,2
L147874,1,2,2
L147875,1,2,2
L147876,1,2,2
L147877,1,2,2
L147878,1,2,2
L147879,1,2,2
L147880,1,2,2
L147881,1,2,2
L147882,1,2,2
L147883,1,2,2
L147884,1,2,2
L147890,1,0,0
L147891,1,2,0
L147892,1,1,0
L147893,1,2,0
L147894,1,1,0
L147895,1,1,0
L147896,1,1,0
L147897,1,1,0
L147898,1,1,0
L147899,1,2,0
L147901,1,1,0
L147902,1,1,0
L147904,1,2,0
L147906,1,2,0
L147908,1,2,0
L147910,1,2,0
L147911,1,2,0
L147916,2,2,2
L147918,1,2,0
L147919,1,2,0
L147920,1,2,0
L147921,1,2,0
L147922,1,2,0
L147923,1,2,0
L147924,1,2,0
L147925,1,2,0
L147926,1,2,0
L147927,1,2,0
L147928,1,2,0
L147929,1,2,0
L147930,1,2,0
L147931,1,2,0
L147939,1,2,0
L147940,1,2,0
L147942,1,2,0
L147943,1,2,0
L147944,1,2,0
L147945,1,2,0
L147946,2,2,0
L147948,1,2,0
L147959,1,1,0
L147963,1,2,0
L147965,1,1,0
L147966,2,2,0
L147967,1,2,0
L147968,1,1,0
L147969,2,2,0
L147970,2,2,0
L147971,1,1,0
L147972,2,2,0
L147973,2,2,0
L147974,1,2,0
L147975,1,1,0
L147980,1,2,0
L147981,1,2,0
L147984,1,1,0
L147985,1,1,0
L147988,1,1,0
L147989,1,1,0
L147991,2,2,0
L147992,2,2,0
L147994,1,2,0
L148000,1,2,0
L148001,1,2,0
L148002,1,2,0
L148003,1,1,0
L148004,1,1,0
L148006,1,1,0
L148007,1,1,0
L148008,1,2,0
L148009,1,1,0
L148010,1,1,0
L148011,1,2,0
L148012,1,2,0
L148013,1,2,0
L148015,1,2,0
L148016,1,2,0
L148017,1,2,0
L148019,1,2,0
L148021,1,2,0
L148029,1,2,0
L148031,1,2,0
L148043,1,2,0
L148044,1,1,0
L148045,1,1,0
L148049,1,2,0
L148050,1,2,0
L148053,1,2,0
L148055,1,2,0
L148056,1,2,0
L148058,1,2,0
L148060,1,0,0
L148061,1,0,0
L148063,1,2,0
L148064,1,2,0
L148065,1,2,0
L148068,1,2,0
L148071,1,1,0
L148073,1,2,0
L148075,1,2,0
L148077,1,2,0
L148079,1,2,0
L148081,1,2,0
L148083,1,1,0
L148084,1,2,0
L148085,2,2,0
L148087,2,2,0
L148088,1,2,0
L148092,1,1,0
L148093,1,1,0
L148094,1,1,0
L148095,1,1,0
L148096,1,1,0
L148097,1,1,0
L148101,1,1,0
L148105,1,2,0
L148107,1,2,0
L148109,1,2,0
L148112,1,2,0
L148113,1,2,0
L148115,1,1,0
L148116,1,1,0
L148121,2,2,0
L148122,2,2,0
L148123,2,2,0
L148124,2,2,0
L148125,2,2,0
L148127,2,2,0
L148129,2,2,0
L148149,2,2,0
L148150,1,0,0
L148151,1,2,0
L148152,1,2,0
L148154,1,2,0
L148155,2,2,0
L148156,1,2,0
L148157,2,2,0
L148158,1,2,0
L148159,1,2,0
L148160,1,2,0
L148161,1,2,0
L148162,1,2,0
L148163,2,2,0
L148164,1,2,0
L148165,1,2,0
L148166,1,2,0
L148167,1,2,0
L148171,2,2,0
L148172,2,2,0
L148173,1,2,0
L148174,1,2,0
L148176,1,2,0
L148177,1,2,0
L148178,1,2,0
L148179,1,2,0
L148180,1,2,0
L148181,1,2,0
L148182,1,2,0
L148183,1,2,0
L148190,2,2,0
L148191,2,2,0
L148192,1,1,0
L148193,2,2,0
L148194,1,1,0
L148195,1,1,0
L148196,1,1,0
L148197,1,2,0
L148198,1,2,0
L148199,1,2,0
L148200,1,2,0
L148201,1,2,0
L148203,2,2,0
L148204,2,2,0
L148205,1,1,0
L148206,1,1,0
L148207,1,1,0
L148208,1,1,0
L148210,1,1,0
L148211,2,2,0
L148213,1,2,0
L148220,1,1,0
L148222,2,2,0
L148224,1,2,0
L148225,1,2,0
L148226,1,2,0
L148227,1,2,0
L148228,1,2,0
L148229,1,2,0
L148230,1,2,0
L148231,1,2,0
L148232,1,2,0
L148251,1,2,0
L148253,1,1,0
L148256,1,2,0
L148257,1,2,0
L148258,1,2,0
L148259,1,1,0
L148260,1,0,0
L148261,1,2,0
L148262,2,2,0
L148263,2,2,0
L148265,1,2,0
L148267,1,1,0
L148269,1,2,0
L148270,1,1,0
L148272,1,2,0
L148273,1,1,0
L148275,1,2,0
L148280,1,1,0
L148281,1,2,0
L148282,1,2,0
L148284,1,2,0
L148285,1,2,0
L148286,1,2,0
L148287,2,2,0
L148288,1,2,0
L148291,1,2,0
L148292,1,2,0
L148295,1,2,0
L148296,1,0,0
L148298,1,1,0
L148299,1,2,0
L148303,1,2,0
L148304,1,1,0
L148305,1,1,0
L148307,1,2,0
L148309,1,1,0
L148310,1,2,0
L148311,1,1,0
L148312,1,2,0
L148314 ,1,2,0
L148316,2,2,0
L148318,1,2,0
L148322,2,2,0
L148324,1,2,0
L148325,1,2,0
L148329,1,2,0
L148331,1,1,0
L148333 ,1,2,0
L148335,1,1,0
L148338,2,2,0
L148340,2,2,0
L148346,1,2,0
L148348,1,1,0
L148350,1,2,0
l148351,1,2,0
L148352,2,2,0
L148353,2,2,0
L148354,2,2,0
L148355,2,2,0
L148356,1,1,0
L148358,2,2,0
L148360,1,2,0
L148361,2,2,0
L148362,1,1,0
L148363,1,1,0
L148364,2,2,0
L148365,2,2,0
L148366,2,2,0
L148367,1,1,0
L148368,1,1,0
L148369,1,1,0
L148370,1,1,0
L148371,1,1,0
L148377,1,2,0
L148378,1,2,0
L148380,1,2,0
L148382,1,2,0
L148384,1,2,0
L148385,1,2,0
L148386,1,2,0
L148388,2,2,0
L148392,1,2,0
L148393,1,2,0
L148394,1,2,0
L148396,1,0,0
L148397,1,0,0
L148398,1,0,0
L148399,1,0,0
L148401,1,1,0
L148403,1,0,0
L148404,1,0,0
L148405,1,0,0
L148406,1,0,0
L148407,1,0,0
L148408,1,0,0
L148409,1,0,0
L148410,1,0,0
L148411,1,0,0
L148412,1,0,0
L148413,1,0,0
L148414,1,0,0
L148415,1,0,0
L148416,1,0,0
L148417,1,0,0
L148418,1,0,0
L148419,1,0,0
L148425,1,0,0
L148426,1,0,0
L148427,1,0,0
L148428,1,0,0
L148429,1,0,0
L148430,1,0,0
L148431,1,0,0
L148432,1,0,0
L148433,1,0,0
L148434,1,2,0
L148435,1,0,0
L148436,1,0,0
L148437,1,0,0
L148438,1,0,0
L148439,1,0,0
L148440,1,0,0
L148441,1,0,0
L148442,1,0,0
L148443,1,0,0
L148444,1,0,0
L148449,1,1,0
L148450,1,2,0
L148453,1,2,0
L148455,1,2,0
L148456,1,2,0
L148457,1,2,0
L148459,1,1,0
L148463,1,2,0
L148464,1,2,0
L148465,1,2,0
L148466,1,2,0
L148467,1,2,0
L148468,1,2,0
L148469,1,2,0
L148470,2,2,0
L148471,1,2,0
L148472,1,2,0
L148473,2,2,0
L148482,1,1,0
L148483,1,1,0
L148484,1,1,0
L148485,1,1,0
L148486,1,1,0
L148525,1,1,0
L148526,1,1,0
L148527,1,2,0
L148528,1,2,0
L148529,1,2,0
L148530,1,2,0
L148531,1,2,0
L148532,1,2,0
L148533,1,1,0
L148540,1,2,0
L148542,1,1,0
l148545,1,2,0
L148546,1,2,0
L148550,1,1,0
L148551,1,1,0
L148552,1,2,0
L148554,1,1,0
L148557,1,1,0
L148559,1,2,0
L148561,1,2,0
L148563,1,2,0
L148567,1,2,0
L148568,1,1,0
L148569,1,2,0
L148571,1,1,0
L148573,1,2,0
L148574,1,2,0
L148575,1,2,0
L148576,1,2,0
L148577,1,2,0
L148578,1,2,0
L148579,1,2,0
L148581,1,2,0
L148583,1,2,0
L148584,1,2,0
L148587,2,2,0
L148588,2,2,0
L148589,2,2,0
L148591,1,1,0
L148593,1,2,0
L148595,1,2,0
L148602,1,1,0
L148603,1,1,0
L148607,2,2,0
L148607 - SS,1,2,0
L148609,1,2,0
L148610,1,1,0
L148611,1,2,0
L148613,1,2,0
L148614,1,2,0
L148615,1,1,0
L148616,1,1,0
L148617,1,1,0
L148620,1,2,0
L148622,1,1,0
L148623,1,2,0
L148624,1,2,0
L148625,1,1,0
L148626,1,2,0
L148627,1,1,0
L148628,1,1,0
L148629,1,1,0
L148630,2,2,0
L148631,1,1,0
L148632,1,1,0
L148633,1,2,0
L148634,1,2,0
L148635,1,2,0
L148636,1,2,0
l148637,1,1,0
L148638,1,1,0
L148639,1,2,0
L148640,1,2,0
L148641,1,2,0
L148642,1,2,0
L148643,1,2,0
